tempObjectNumber: 1, Title: Alabaster alabastron (perfume vase),  Period: Archaic or Classical,  Date: 6th–5th century B.C.,  Culture: Cypriot,  Medium: Calcite (alabaster),  Dimensions: H. 6 7/8 ; Diam. 2 7/8 in. (17.5 x 7.3 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5086
tempObjectNumber: 12, Title: Terracotta stemmed dish,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-glaze,  Dimensions: H. 3 1/4 in. (8.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.247
tempObjectNumber: 13, Title: Statuette of a woman,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta,  Dimensions: H.: 10 7/8 in. (27.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.32
tempObjectNumber: 14, Title: Fragment of a limestone funerary stele with a disk and a crescent,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 22 x 16 3/4 x 4 1/2 in. (55.9 x 42.5 x 11.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2876
tempObjectNumber: 15, Title: Terracotta architectural tile,  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: Overall: 7 5/8 x 25 1/16in. (19.3 x 63.6cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.9
tempObjectNumber: 16, Title: Silver skyphos (drinking cup),  Period: Archaic,  Date: 6th century  B.C.,  Culture: Greek,  Medium: Silver,  Dimensions: Diam.: 6 1/16 in. (15.4 cm),  Classification: Gold and Silver,  Credit Line: Gift of Mr. and Mrs. Thomas S. Brush 1971,  Accession Number: 1971.118
tempObjectNumber: 17, Title: Glass mosaic inlay,  Period: Hellenistic,  Date: 1st century B.C.–1st century A.D.,  Culture: Egyptian Roman,  Medium: Glass; cast,  Dimensions: Other: 1 1/2 in. (3.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.378
tempObjectNumber: 18, Title: Terracotta statuette of a woman wearing a hat and holding a fan,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta,  Dimensions: H. 8 5/8 in. (21.8 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1071
tempObjectNumber: 19, Title: Earring or spiral,  Culture: Cypriot,  Medium: Gold bronze,  Dimensions: Diameter: 11/16 x 1/4 x 9/16 in. (1.7 x 0.6 x 1.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3351
tempObjectNumber: 20, Title: Silver ring,  Period: Classical,  Date: ca. 450–400 B.C.,  Culture: Greek,  Medium: Silver,  Dimensions: Length: 9/16 in. (1.5 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.457
tempObjectNumber: 21, Title: Terracotta Megarian bowl,  Period: Hellenistic,  Date: ca. 165–150 B.C.,  Culture: Greek Argive,  Medium: Terracotta; mold made,  Dimensions: h. 2 3/8 in. (6 cm); d. 4 3/4 in. (12.1 cm),  Classification: Vases,  Credit Line: Gift of F. W. Rhinelander 1898,  Accession Number: 98.8.26
tempObjectNumber: 22, Title: Glass perfume bottle,  Date: ca. 8th–9th century A.D.,  Culture: Islamic,  Medium: Glass; blown in a dip mold,  Dimensions: H.: 3 5/8 in. (9.2 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.176
tempObjectNumber: 23, Title: Terracotta statuette of an actor,  Period: Late Classical,  Date: late 5th–early 4th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: H. 4 1/8 in. (10.5 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1913,  Accession Number: 13.225.25
tempObjectNumber: 24, Title: Lamp,  Date: 2nd century A.D.,  Medium: Terracotta,  Dimensions: Length 8.4 cm.  H. 3.5 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1951
tempObjectNumber: 25, Title: Faience astragalos (knucklebone),  Period: Ptolemaic,  Date: 3rd–2nd century B.C.,  Culture: Greek Egyptian,  Medium: Faience,  Dimensions: H.: 1 in. (2.5 cm),  Classification: Miscellaneous-Faience,  Credit Line: Rogers Fund 1970,  Accession Number: 1970.11.3
tempObjectNumber: 26, Title: Aryballos with four warriors,  Period: Early Corinthian,  Date: ca. 600 B.C.,  Dimensions: H. 2 1/8 in. (5.4 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1429
tempObjectNumber: 27, Title: Terracotta skyphos (deep drinking cup),  Attribution: the Lewis Painter,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. with handles  5 13/16 in. (14.8 cm); width with handles 10 15/16 in. (27.8 cm); diameter of bowl  7 1/4 in. (18.4 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1956,  Accession Number: 56.171.59
tempObjectNumber: 28, Title: Glass bowl,  Period: Early Imperial Flavian,  Date: second half of 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 4 in. (10.2 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.278
tempObjectNumber: 29, Title: Lekythos,  Attribution: the Haimon Painter,  Period: Classical,  Date: ca. 480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure white-ground,  Dimensions: Diameter: 2 3/16 × 1 7/16 × 1 3/4 in. (5.5 × 3.7 × 4.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.207
tempObjectNumber: 30, Title: Limestone head of a wreathed youth,  Period: Classical,  Date: 5th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 5 1/4 x 3 3/8 x 4 1/2 in. (13.3 x 8.6 x 11.4 cm),  Classification: Stone Sculpture,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.411
tempObjectNumber: 31, Title: Limestone horse,  Culture: Cypriot,  Medium: Gneiss,  Dimensions: Overall: 1 3/4 × 1 × 3 1/2 in. (4.4 × 2.5 × 8.9 cm),  Classification: Miscellaneous-Stone,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5014
tempObjectNumber: 32, Title: Kylix,  Attribution: the Painter of the Louvre Komoi,  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diam. of foot: 3 13/16 in. (9.7 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.169
tempObjectNumber: 33, Title: Terracotta kantharos: karchesion (deep cylindrical drinking cup),  Period: Classical,  Date: 5th century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta; black-glaze,  Dimensions: Overall: 4 13/16 x 7 1/4in. (12.2 x 18.4cm),  Classification: Vases,  Credit Line: Purchase The Abraham Foundation Inc. Gift 1978.,  Accession Number: 1978.11.2
tempObjectNumber: 34, Title: Fragment of a limestone statuette of a silen (?),  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall:H.: 4 5/16 x W.:2 13/16 x D.:2 1/8 in. (11 x 7.1 x 5.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2610
tempObjectNumber: 35, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Overall: 7/8 x 3 5/8 in. (2.2 x 9.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1903
tempObjectNumber: 36, Title: Bowl,  Period: Bronze Age,  Date: ca. 3200–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 8 1/2 x 9 1/16 in. (21.6 x 23 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1251
tempObjectNumber: 37, Title: Beaker signed by Jason,  Period: Early Imperial,  Date: mid–1st century A.D.,  Culture: Roman Syro-Palestinian,  Medium: Glass; blown in a three-part mold,  Dimensions: Diameter: 2 5/8 × 2 9/16 in. (6.7 × 6.4 cm),  Classification: Glass,  Credit Line: Fletcher Fund 1959,  Accession Number: 59.11.3
tempObjectNumber: 38, Title: Mirror,  Date: 6th century B.C.,  Culture: Greek Cypriot,  Medium: Bronze,  Dimensions: Other (length with tang): 7 1/2in. (19.1cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5409
tempObjectNumber: 39, Title: Terracotta bowl with handle,  Period: Middle Bronze Age,  Date: ca. 1700–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta; Drab Polished Ware,  Dimensions: H. 1 3/16 in. (3 cm); Diameter 4 1/4 in. (10.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1283
tempObjectNumber: 40, Title: Three spoons,  Period: Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Silver,  Dimensions: Other: 5 5/8 in. (14.3 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.63
tempObjectNumber: 41, Title: Bronze jug,  Period: Cypro-Archaic II,  Date: ca. 6th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: H. 8 7/8 in. (22.5 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5697
tempObjectNumber: 42, Title: Lamp,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 15/16 in. (2.4 cm); length 3 5/8 in. (9.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2004
tempObjectNumber: 43, Title: Arm and hand of Athena fragment,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 6 7/16 in. (16.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1913,  Accession Number: 13.225.8
tempObjectNumber: 44, Title: Terracotta atramentarium (inkwell),  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Terracotta; lead-glazed,  Dimensions: diameter  3 3/8 in. (8.6 cm),  Classification: Vases,  Credit Line: Purchase 1915,  Accession Number: 15.139
tempObjectNumber: 45, Title: Glass unguentarium (perfume bottle),  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group II,  Dimensions: H.: 4 1/4 in. (10.8 cm),  Classification: Glass,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.171
tempObjectNumber: 46, Title: Gold ring,  Date: 8th–7th century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Diameter: 13/16 × 3/16 in. (2.1 × 0.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4135
tempObjectNumber: 47, Title: Bronze shield boss,  Date: 8th–7th century B.C.,  Culture: Italic,  Medium: Bronze,  Dimensions: Diam.: 3 5/16 in. (8.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1912,  Accession Number: 12.163.3
tempObjectNumber: 48, Title: Seal,  Period: Middle Minoan I,  Date: ca. 2000–1800 B.C.,  Culture: Minoan Crete,  Medium: Serpentine (burnt),  Dimensions: Other: 7/16 x 1/2 in. (1.1 x 1.2 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.104
tempObjectNumber: 49, Title: Glass beaker,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown in a three-part mold,  Dimensions: diameter  2 1/2in. (6.3cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.222
tempObjectNumber: 50, Title: Lekythos,  Attribution: the Class of Athens 581,  Period: Archaic,  Date: 1st quarter of the 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure white-ground,  Dimensions: Diameter: 2 7/16 × 1 9/16 × 1 11/16 in. (6.2 × 4 × 4.4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.192
tempObjectNumber: 51, Title: Terracotta trefoil oinochoe (jug),  Period: Archaic,  Date: ca. 600–550 B.C.,  Culture: Etruscan Etrusco-Corinthian,  Medium: Terracotta,  Dimensions: H. 14 1/16 in. (35.7 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.106
tempObjectNumber: 52, Title: Bronze double-ax,  Period: Middle Minoan III–Late Minoan I,  Date: ca. 1700–1450 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: Overall: 1 3/4 x 1 5/8 in. (4.5 x 4.2 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1940,  Accession Number: 40.11.6
tempObjectNumber: 53, Title: Vase Fragment,  Period: Early Imperial Augustan,  Date: ca. 31 B.C.–A.D. 14,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 15/16 × 1 11/16 × 1/8 in. (4.9 × 4.3 × 0.3 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1956
tempObjectNumber: 54, Title: Terracotta vessel fragment with linear motifs,  Period: Early Helladic II,  Date: ca. 2600–2300 B.C.,  Culture: Helladic,  Medium: Terracotta,  Dimensions: 2 5/16 × 1 7/8 × 3/16 in. (5.9 × 4.8 × 0.5 cm),  Classification: Vases,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.518
tempObjectNumber: 55, Title: Earring-hook type with pendants of pearls,  Medium: Gold agate pearls,  Dimensions: Other: 1/4 × 7/16 × 1 3/16 in. (0.6 × 1.2 × 3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3964
tempObjectNumber: 56, Title: Jasper intaglio: Standing Anubis,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Jasper green,  Dimensions: Other: 13/16 x 9/16 x 1/8 in. (2 x 1.5 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1391
tempObjectNumber: 57, Title: Lekythos,  Attribution: near the Angers Painter,  Period: Classical,  Date: mid-5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Height: 3 5/16 in. (8.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.149
tempObjectNumber: 58, Title: Phiale,  Date: 6th century B.C.,  Culture: Greek Cypriot,  Medium: Silver,  Dimensions: 1 3/4 × 6 3/4 in. (4.4 × 17.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4577
tempObjectNumber: 59, Title: Silver tetradrachm of Mithradates VI Eupator,  Period: Hellenistic,  Date: ca. 120–63 B.C.,  Culture: Greek Pontic,  Medium: Silver,  Dimensions: Diameter: 1 5/16 × 1/8 in. 0.6oz. (3.3 × 0.4 cm 16.45g),  Classification: Coins,  Credit Line: Gift of C. Ruxton Love Jr. 1967,  Accession Number: 67.265.32
tempObjectNumber: 60, Title: Kylix fragment,  Attribution: Hermonax,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: 3 5/8 × 7 5/16 × 1/4 in. (9.2 × 18.6 × 0.7 cm),  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1972,  Accession Number: 1972.257
tempObjectNumber: 61, Title: Steatite Cylinder,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 13/16 in. (2.1 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.64
tempObjectNumber: 62, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 1/4 x 1 1/8in. (0.7 x 2.8cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.230
tempObjectNumber: 63, Title: Kantharos,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Diam. of foot: 2 7/8 in. (7.3 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.160
tempObjectNumber: 64, Title: Statuette of a warrior-11,  Culture: Greek Laconian,  Medium: Lead,  Dimensions: Height: 15/16 in. (2.4 cm),  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.76
tempObjectNumber: 65, Title: Glass base,  Period: Early Imperial,  Date: early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast and cut,  Dimensions: Diam.: 3 1/4 in. (8.3 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1390a b
tempObjectNumber: 66, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: diameter  3 3/4 in. (9.6 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5
tempObjectNumber: 67, Title: Lead figure of a man with a spear or scepter,  Period: Archaic,  Date: 6th–5th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.90
tempObjectNumber: 68, Title: Terracotta statuette of the upper part of a woman,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 4 3/16 in. (10.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1381
tempObjectNumber: 69, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Length 8.7 cm.  H. 3 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1998
tempObjectNumber: 70, Title: Bronze female figure,  Period: Middle Minoan III,  Date: ca. 1700–1600 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: H.: 1 7/16 in. (3.7 cm),  Classification: Bronzes,  Credit Line: Funds from various donors 1924,  Accession Number: 24.150.9
tempObjectNumber: 71, Title: Vase fragment,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Overall: 2 3/4 x 1 15/16in. (7 x 4.9cm),  Classification: Vases,  Credit Line: Rogers Fund 1916,  Accession Number: 16.174.34.10
tempObjectNumber: 72, Title: Intaglio,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Chalcedony,  Dimensions: Other: 15/16 x 11/16 x 3/16 in. (2.4 x 1.7 x 0.6 cm),  Classification: Gems,  Credit Line: Bequest of Rupert L. Joseph 1960,  Accession Number: 60.55.83
tempObjectNumber: 73, Title: Gold aureus of Antoninus Pius,  Period: Mid-Imperial Antonine,  Date: A.D. 158–159,  Culture: Roman,  Medium: Gold,  Dimensions: 7.3g (7.3g),  Classification: Coins,  Credit Line: Gift of Joseph H. Durkee 1899,  Accession Number: 99.35.189
tempObjectNumber: 74, Title: Bead,  Medium: Faience,  Dimensions: Height: 9/16 x 9/16 in. (1.4 x 1.4 cm),  Classification: Miscellaneous-Faience,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5058
tempObjectNumber: 75, Title: Bronze sestertius of Alexander Severus,  Period: Mid-Imperial Severan,  Date: A.D. 231,  Culture: Roman,  Medium: Bronze,  Dimensions: 19.8g (19.8g),  Classification: Coins,  Credit Line: Rogers Fund 1908,  Accession Number: 08.170.392
tempObjectNumber: 76, Title: Gold earring with head of a goat,  Period: Hellenistic,  Date: 2nd–1st century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Diam.: 7/8 in. (2.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3468
tempObjectNumber: 77, Title: Probe,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 4 1/2in. (11.4cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5494
tempObjectNumber: 78, Title: Spatula,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 6 11/16 in. (17 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.79
tempObjectNumber: 79, Title: Terracotta lekythos (oil flask),  Attribution: the Achilles Painter,  Period: Classical,  Date: ca. 440 B.C.,  Culture: Greek Attic,  Medium: Terracotta; white-ground,  Dimensions: H. 15 3/16 in. (38.6 cm),  Classification: Vases,  Credit Line: Dodge Fund 1954,  Accession Number: 54.11.7
tempObjectNumber: 80, Title: Fragmentary terracotta bowl with tondo,  Period: Imperial Late Flavian–Hadrianic,  Date: late 1st–mid-2nd century A.D.,  Culture: Roman,  Medium: Terracotta; Knidian relief ware,  Dimensions: greatest dimension  5 5/16 in. (13.5 cm),  Classification: Vases,  Credit Line: Purchase Nicholas S. Zoullas Gift 1989,  Accession Number: 1989.11.9
tempObjectNumber: 81, Title: Glass alabastron (perfume bottle),  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group I,  Classification: Glass,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.182
tempObjectNumber: 82, Title: Handle of a hydria,  Date: 5th–4th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 2 5/8in. (6.7cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5448
tempObjectNumber: 83, Title: Marble head of a kouros (youth),  Period: Archaic,  Date: mid-6th century B.C.,  Culture: Greek Attic,  Medium: Marble Island,  Dimensions: length of face  6 1/4 in. (15.8 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.16
tempObjectNumber: 84, Title: Gold trumpet-shaped earrings with relief decoration,  Period: Classical,  Date: 5th–4th century B.C.,  Culture: Etruscan,  Medium: gold,  Dimensions: Diam.: 1 1/2 in. (3.8 cm)(both),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.182 .183
tempObjectNumber: 85, Title: Terracotta painted gorgoneion antefix (roof tile),  Period: Archaic,  Date: ca. 540 B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta paint; mold-made,  Dimensions: Depth as preserved 3 11/16 in. (9.4 cm.),  Classification: Terracottas,  Credit Line: Harris Brisbane Dick Fund 1939,  Accession Number: 39.11.9
tempObjectNumber: 86, Title: Terracotta scyphus (drinking cup),  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Terracotta; lead-glazed,  Dimensions: H. 2 7/8 in. (7.3 cm),  Classification: Vases,  Credit Line: Bequest of George D. Pratt 1935,  Accession Number: 37.128.3
tempObjectNumber: 87, Title: Gilt terracotta statuette of a veiled dancer,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek Asia Minor probably Smyrna,  Medium: Terracotta gold,  Dimensions: H. 2 3/4 in. (7 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.6
tempObjectNumber: 88, Title: Glass cup,  Period: Early Imperial,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Glass; blown and cut,  Dimensions: Diam.: 2 7/8 x 3 5/8 in. (7.3 x 9.2 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.294
